Case number,AER form,Received date,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals affected,Animals treated,Animals died
DEU-ZOETISPV-2022-DE-00050,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1693901&_xt=AER&_xf=pdf""> AER </a>",2022-02-12 00:00:00,Veterinarian,Germany,MALE,Cat,European,Solensia 7 mg/ml - Solution for injection,Vomiting,1,1,
DEU-ZOETISPV-2022-DE-00056,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1703695&_xt=AER&_xf=pdf""> AER </a>",2022-03-08 00:00:00,Veterinarian,Germany,FEMALE,Cat,European,"Convenia 80 mg/ml  - Powder and solvent for solution for injection, Depo-Medrate ad us. vet., Solensia 7 mg/ml - Solution for injection","Dermal thickening, Elevated temperature, Hypersensitivity reaction, Moist dermatitis, Off colour, Pruritus, Self trauma",1,1,
DEU-ZOETISPV-2022-DE-00065,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1694451&_xt=AER&_xf=pdf""> AER </a>",2022-02-14 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Diarrhoea, Renal disorder NOS",1,1,
DEU-ZOETISPV-2022-DE-00066,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1685105&_xt=AER&_xf=pdf""> AER </a>",2022-02-11 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Anorexia, Bloated, Pancreatitis NOS",1,1,
DEU-ZOETISPV-2022-DE-00082,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1656623&_xt=AER&_xf=pdf""> AER </a>",2022-02-03 00:00:00,Veterinarian,Germany,FEMALE,Cat,European,Solensia 7 mg/ml - Solution for injection,"Eczema, Loss of consciousness, Pruritus",1,1,
DEU-ZOETISPV-2022-DE-00102,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1697085&_xt=AER&_xf=pdf""> AER </a>",2022-02-18 00:00:00,Veterinarian,Germany,FEMALE,Cat,European,Solensia 7 mg/ml - Solution for injection,"Haemorrhage NOS, Increased appetite, Scratching, Self trauma",1,1,
DEU-ZOETISPV-2022-DE-00107,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1697717&_xt=AER&_xf=pdf""> AER </a>",2022-02-21 00:00:00,Animal owner,Germany,MALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Malaise, Pancreatitis NOS",1,1,
DEU-ZOETISPV-2022-DE-00108,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1731379&_xt=AER&_xf=pdf""> AER </a>",2022-05-04 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Diarrhoea,1,1,
DEU-ZOETISPV-2022-DE-00111,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1697831&_xt=AER&_xf=pdf""> AER </a>",2022-02-21 00:00:00,Veterinarian,Germany,MALE,Cat,European,Solensia 7 mg/ml - Solution for injection,"Death by euthanasia, Pruritus",1,1,1
DEU-ZOETISPV-2022-DE-00112,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1697832&_xt=AER&_xf=pdf""> AER </a>",2022-02-21 00:00:00,Veterinarian,Germany,FEMALE,Cat,European,Solensia 7 mg/ml - Solution for injection,Pruritus,1,1,
DEU-ZOETISPV-2022-DE-00129,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1699455&_xt=AER&_xf=pdf""> AER </a>",2022-02-24 00:00:00,Veterinarian,Germany,FEMALE,Cat,European,Solensia 7 mg/ml - Solution for injection,"Convulsion, Death, Foam in the mouth, Open mouth breathing",1,1,1
DEU-ZOETISPV-2022-DE-00133,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1699832&_xt=AER&_xf=pdf""> AER </a>",2022-02-25 00:00:00,Veterinarian,Germany,FEMALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Apathy, Inappetence, Lip licking, Lip smacking, Nausea, Off colour, Vomiting, Weakness",1,1,
DEU-ZOETISPV-2022-DE-00137,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1699959&_xt=AER&_xf=pdf""> AER </a>",2022-02-25 00:00:00,Veterinarian,Germany,MALE,Cat,European,Solensia 7 mg/ml - Solution for injection,"Exacerbated eczema, Licking, Pruritus",1,1,
DEU-ZOETISPV-2022-DE-00140,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1700671&_xt=AER&_xf=pdf""> AER </a>",2022-02-28 00:00:00,Other health care professional,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Hyperaesthesia, Restlessness",1,1,
DEU-ZOETISPV-2022-DE-00143,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1700585&_xt=AER&_xf=pdf""> AER </a>",2022-02-28 00:00:00,Veterinarian,Germany,MALE,Cat,European,Solensia 7 mg/ml - Solution for injection,High pancreatic-specific lipase,1,1,
DEU-ZOETISPV-2022-DE-00173,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000006144&_xt=AER&_xf=pdf""> AER </a>",2022-06-03 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Eczema, Pruritus",1,1,
DEU-ZOETISPV-2022-DE-00177,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1702637&_xt=AER&_xf=pdf""> AER </a>",2022-03-04 00:00:00,Veterinarian,Germany,FEMALE,Cat,Crossbred Feline/cat,"Apoquel 16 mg - Chewable tablet, Apoquel 16 mg - Film-coated tablet, Apoquel 3.6 mg - Chewable tablet, Apoquel 3.6 mg - Film-coated tablet, Apoquel 5.4 mg - Chewable tablet, Apoquel 5.4 mg - Film-coated tablet, Prolevare 16 mg - Film-coated tablet, Prolevare 3.6 mg - Film-coated tablet, Prolevare 5.4 mg - Film-coated tablet, Solensia 7 mg/ml - Solution for injection","Lack of efficacy - NOS, Pruritus, Scratching, Self trauma",1,1,
DEU-ZOETISPV-2022-DE-00183,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000006139&_xt=AER&_xf=pdf""> AER </a>",2022-06-03 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Dermatitis, Pruritus",1,1,
DEU-ZOETISPV-2022-DE-00186,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1703792&_xt=AER&_xf=pdf""> AER </a>",2022-03-08 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Ulcerative dermatitis,1,1,
DEU-ZOETISPV-2022-DE-00187,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1703773&_xt=AER&_xf=pdf""> AER </a>",2022-03-08 00:00:00,Veterinarian,Germany,MALE,Cat,European,Solensia 7 mg/ml - Solution for injection,"Pruritus, Skin scab",1,1,
DEU-ZOETISPV-2022-DE-00193,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000046387&_xt=AER&_xf=pdf""> AER </a>",2022-08-19 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Pruritus,1,1,
DEU-ZOETISPV-2022-DE-00202,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1709904&_xt=AER&_xf=pdf""> AER </a>",2022-03-22 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Lack of efficacy - NOS,2,2,
DEU-ZOETISPV-2022-DE-00203,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1708466&_xt=AER&_xf=pdf""> AER </a>",2022-03-17 00:00:00,Veterinarian,Germany,MALE,Cat,European,Solensia 7 mg/ml - Solution for injection,"Dermatitis, Localised itching",1,1,
DEU-ZOETISPV-2022-DE-00207,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1707893&_xt=AER&_xf=pdf""> AER </a>",2022-03-16 00:00:00,Veterinarian,Germany,MALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Rhinitis NOS,1,1,
DEU-ZOETISPV-2022-DE-00213,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1706551&_xt=AER&_xf=pdf""> AER </a>",2022-03-14 00:00:00,Animal owner,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Licking, Pruritus",1,1,
DEU-ZOETISPV-2022-DE-00217,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000059532&_xt=AER&_xf=pdf""> AER </a>",2022-09-15 00:00:00,Animal owner,Germany,FEMALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Pruritus, Skin sore",1,1,
DEU-ZOETISPV-2022-DE-00222,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1708358&_xt=AER&_xf=pdf""> AER </a>",2022-03-17 00:00:00,Veterinarian,Germany,MALE,Dog,Dog (other),Solensia 7 mg/ml - Solution for injection,"Anaemia NOS, Anorexia, Death, Decreased packed cell volume (PCV), Hypoproteinaemia, Increased percentage reticulocytes, Lethargy (see also Central nervous system depression in Neurological), Pale mucous membrane, Thrombocytopenia, Weight loss",1,1,1
DEU-ZOETISPV-2022-DE-00223,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1708360&_xt=AER&_xf=pdf""> AER </a>",2022-03-17 00:00:00,Veterinarian,Germany,FEMALE,Dog,Dog (other),Solensia 7 mg/ml - Solution for injection,"Increased sensitivity to sound, Injection site irritation, Restlessness",1,1,
DEU-ZOETISPV-2022-DE-00224,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1721375&_xt=AER&_xf=pdf""> AER </a>",2022-04-13 00:00:00,Veterinarian,Germany,FEMALE,Cat,Scottish Fold Longhair,"Apoquel 16 mg - Chewable tablet, Apoquel 16 mg - Film-coated tablet, Apoquel 3.6 mg - Chewable tablet, Apoquel 3.6 mg - Film-coated tablet, Apoquel 5.4 mg - Chewable tablet, Apoquel 5.4 mg - Film-coated tablet, Depo-Medrate ad us. vet., Prolevare 16 mg - Film-coated tablet, Prolevare 3.6 mg - Film-coated tablet, Prolevare 5.4 mg - Film-coated tablet, Solensia 7 mg/ml - Solution for injection","Dermatitis, Lack of efficacy - NOS, Localised itching",1,1,
DEU-ZOETISPV-2022-DE-00233,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1718959&_xt=AER&_xf=pdf""> AER </a>",2022-04-07 00:00:00,Veterinarian,Germany,FEMALE,Cat,European,Solensia 7 mg/ml - Solution for injection,Lack of efficacy - NOS,1,1,
DEU-ZOETISPV-2022-DE-00237,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1713993&_xt=AER&_xf=pdf""> AER </a>",2022-03-30 00:00:00,Veterinarian,Germany,MALE,Cat,British cat,"Onsior 10 mg  - Tablet (dogs), Onsior 20 mg  - Tablet (dogs), Onsior 20 mg/ml  - Solution for injection (cats and dogs), Onsior 40 mg  - Tablet (dogs), Onsior 5 mg  - Tablet (dogs), Onsior 6 mg  - Tablet (cats), Solensia 7 mg/ml - Solution for injection","Abnormal posture NOS, Anorexia, Drunken gait, Lack of efficacy - NOS, Limb weakness, Sleepiness - systemic disorder",1,1,
DEU-ZOETISPV-2022-DE-00251,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000006843&_xt=AER&_xf=pdf""> AER </a>",2022-06-06 00:00:00,Animal owner,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Lack of efficacy - NOS,1,1,
DEU-ZOETISPV-2022-DE-00262,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1712650&_xt=AER&_xf=pdf""> AER </a>",2022-03-28 00:00:00,Veterinarian,Germany,MALE,Cat,European,Solensia 7 mg/ml - Solution for injection,"Constipation, Faecal impaction, High pancreatic-specific lipase, Partial anorexia, Vomiting",1,1,
DEU-ZOETISPV-2022-DE-00265,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000046388&_xt=AER&_xf=pdf""> AER </a>",2022-08-19 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Partial lack of efficacy,1,1,
DEU-ZOETISPV-2022-DE-00266,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000006149&_xt=AER&_xf=pdf""> AER </a>",2022-06-03 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Scottish Fold Longhair,Solensia 7 mg/ml - Solution for injection,Ear pruritus,1,1,
DEU-ZOETISPV-2022-DE-00268,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1713395&_xt=AER&_xf=pdf""> AER </a>",2022-03-29 00:00:00,Veterinarian,Germany,MALE,Cat,European,Solensia 7 mg/ml - Solution for injection,"Aggression, Pruritus",1,1,
DEU-ZOETISPV-2022-DE-00292,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=20000056167&_xt=AER&_xf=pdf""> AER </a>",2022-09-08 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,"Polydipsia, Polyuria",1,1,
DEU-ZOETISPV-2022-DE-00302,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1715276&_xt=AER&_xf=pdf""> AER </a>",2022-04-01 00:00:00,Veterinarian,Germany,UNKNOWN,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Pancreatitis NOS,1,1,
DEU-ZOETISPV-2022-DE-00316,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1717656&_xt=AER&_xf=pdf""> AER </a>",2022-04-06 00:00:00,Veterinarian,Germany,FEMALE,Cat,British cat,Solensia 7 mg/ml - Solution for injection,Blindness,1,1,
DEU-ZOETISPV-2022-DE-00323,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1717683&_xt=AER&_xf=pdf""> AER </a>",2022-04-06 00:00:00,Veterinarian,Germany,FEMALE,Cat,European,Solensia 7 mg/ml - Solution for injection,"Cough, Enlarged lymph node (localised), Respiratory tract infection NOS, Rhinitis",1,1,
DEU-ZOETISPV-2022-DE-00334,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1728855&_xt=AER&_xf=pdf""> AER </a>",2022-04-27 00:00:00,Veterinarian,Germany,FEMALE,Cat,Cat (other),Solensia 7 mg/ml - Solution for injection,Partial lack of efficacy,1,1,
DEU-ZOETISPV-2022-DE-00341,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=1721359&_xt=AER&_xf=pdf""> AER </a>",2022-04-13 00:00:00,Veterinarian,Germany,FEMALE,Cat,British cat,Solensia 7 mg/ml - Solution for injection,"Dermatitis, Pruritus",1,1,
